investment_start_date,investment_end_date,start_price,end_price,price_ratio,forex_ratio,final_buy_point,total_profit
2004-02-18,2019-02-19,1151.8199462890625,2779.760009765625,2.413363320127825,1.039975618078552,85.11193483188416,16164808.751503725
2004-02-19,2019-02-19,1147.06005859375,2779.760009765625,2.4233779120279895,1.0344308262068087,85.11193483188416,16164808.751503725
2004-02-20,2019-02-20,1144.1099853515625,2784.699951171875,2.433944277058461,1.0148875786450895,85.11193483188416,16206802.158876438
2004-02-23,2019-02-25,1140.989990234375,2796.110107421875,2.4506000327378117,1.0228254852484993,85.11193483188416,16361780.659779657
2004-02-24,2019-02-25,1139.0899658203125,2796.110107421875,2.4546876816777714,1.023770853032614,85.11193483188416,16361780.659779657
2004-02-25,2019-02-25,1143.6700439453125,2796.110107421875,2.4448573451973514,1.0165366792047226,85.11193483188416,16361780.659779657
2004-02-26,2019-02-26,1144.9100341796875,2793.89990234375,2.440278990432241,1.0143039296189074,85.11193483188416,16406097.100451443
2004-02-27,2019-02-27,1144.93994140625,2792.3798828125,2.438887649759877,1.0119542311749141,85.11193483188416,16275275.608438715
2004-03-01,2019-03-01,1155.969970703125,2803.68994140625,2.425400323938251,1.0224680792756482,85.11193483188416,16572840.33725265
2004-03-02,2019-03-04,1149.0999755859375,2792.81005859375,2.430432615029574,1.0162324284102717,85.11193483188416,16607827.733419303
2004-03-03,2019-03-04,1151.030029296875,2792.81005859375,2.4263572517736853,1.0166016067528352,85.11193483188416,16607827.733419303
2004-03-04,2019-03-04,1154.8699951171875,2792.81005859375,2.4182895654071928,1.0061843014834972,85.11193483188416,16607827.733419303
2004-03-05,2019-03-05,1156.8599853515625,2789.64990234375,2.4113980409617097,0.9980089323861259,85.11193483188416,16539492.731297746
2004-03-08,2019-03-08,1147.199951171875,2743.070068359375,2.391100231095115,1.0030910393313828,85.11193483188416,16062967.439180233
2004-03-09,2019-03-11,1140.5799560546875,2783.300048828125,2.4402498343524055,0.9965907297995761,85.11193483188416,16313969.611403946
2004-03-10,2019-03-11,1123.8900146484375,2783.300048828125,2.476487923685989,1.0017134317111736,85.23616326352423,16352377.188220363
2004-03-11,2019-03-11,1106.780029296875,2783.300048828125,2.5147725610809264,1.0022557069012874,85.23616326352423,16352377.188220363
2004-03-12,2019-03-12,1120.5699462890625,2791.52001953125,2.4911608853831857,1.0062539659578007,85.23616326352423,16492544.26589794
2004-03-15,2019-03-15,1104.489990234375,2822.47998046875,2.555459990968152,1.0130813237729477,85.23616326352423,16885241.809933636
2004-03-16,2019-03-18,1110.699951171875,2832.93994140625,2.5505897775697908,1.0262257193341464,85.23616326352423,16938514.729449447
2004-03-17,2019-03-18,1123.75,2832.93994140625,2.52096991448832,1.0304913616101081,85.23616326352423,16938514.729449447
2004-03-18,2019-03-18,1122.3199462890625,2832.93994140625,2.5241821200570587,1.0446764308722494,85.23616326352423,16938514.729449447
2004-03-19,2019-03-19,1109.780029296875,2832.570068359375,2.5523707343643682,1.0441871111448098,85.23616326352423,16889608.35026996
2004-03-22,2019-03-22,1095.4000244140625,2800.7099609375,2.5567919467918765,1.0378980661171777,85.23616326352423,16451804.552801825
2004-03-23,2019-03-25,1093.949951171875,2798.360107421875,2.558033029229701,1.0311071476119875,85.23616326352423,16256683.23401786
2004-03-24,2019-03-25,1091.3299560546875,2798.360107421875,2.564174191221089,1.0345958618709612,85.23616326352423,16256683.23401786
2004-03-25,2019-03-25,1109.18994140625,2798.360107421875,2.522886300135454,1.0372279669327238,85.23616326352423,16256683.23401786
2004-03-26,2019-03-26,1108.06005859375,2818.4599609375,2.5435985523333775,1.0366170698540838,85.23616326352423,16442154.62316515
2004-03-29,2019-03-29,1122.469970703125,2834.39990234375,2.525145417091432,1.0490897212029962,85.23616326352423,16729166.240501404
2004-03-30,2019-04-01,1127.0,2867.18994140625,2.544090453776619,1.0487056555844374,85.23616326352423,17125876.694692038
2004-03-31,2019-04-01,1126.2099609375,2867.18994140625,2.545875139498404,1.065108950405128,85.23616326352423,17125876.694692038
2004-04-01,2019-04-01,1132.1700439453125,2867.18994140625,2.532472888449559,1.0699345000212908,85.23616326352423,17125876.694692038
2004-04-02,2019-04-02,1141.81005859375,2867.239990234375,2.511135690787012,1.0653952370582176,85.23616326352423,17237791.64111459
2004-04-05,2019-04-05,1150.5699462890625,2892.739990234375,2.5141800370888707,1.0624988202715249,85.23616326352423,17531072.206514884
2004-04-06,2019-04-08,1148.1600341796875,2895.77001953125,2.5220961654532394,1.056268875555243,85.23616326352423,17572991.937920205
2004-04-07,2019-04-08,1140.530029296875,2895.77001953125,2.5389686769724618,1.0616897665762044,85.23616326352423,17572991.937920205
2004-04-08,2019-04-08,1139.3199462890625,2895.77001953125,2.541665340770353,1.0497181023984918,85.23616326352423,17572991.937920205
2004-04-12,2019-04-12,1145.199951171875,2907.409912109375,2.5387792840317913,1.059525427754847,85.31663754252844,17687638.446966823
2004-04-13,2019-04-15,1129.43994140625,2905.580078125,2.572584846350752,1.0487549166633992,85.31663754252844,17771105.11689839
2004-04-14,2019-04-15,1128.1700439453125,2905.580078125,2.5754806145746647,1.0309009088576941,85.31663754252844,17771105.11689839
2004-04-15,2019-04-15,1128.8399658203125,2905.580078125,2.5739521686881055,1.0352832531721634,85.31663754252844,17771105.11689839
2004-04-16,2019-04-16,1134.6099853515625,2907.06005859375,2.562166820427716,1.038432259966728,85.31663754252844,17764169.028542977
2004-04-19,2019-04-22,1135.8199462890625,2907.969970703125,2.5602385133348027,1.032475360201885,85.31663754252844,17764672.705969047
2004-04-20,2019-04-22,1118.1500244140625,2907.969970703125,2.6006974978397657,1.027074197893024,85.31663754252844,17764672.705969047
2004-04-21,2019-04-22,1124.0899658203125,2907.969970703125,2.5869548337983903,1.0234111131569346,85.31663754252844,17764672.705969047
2004-04-22,2019-04-22,1139.9300537109375,2907.969970703125,2.551007372107171,1.023130430354919,85.31663754252844,17764672.705969047
2004-04-23,2019-04-23,1140.5999755859375,2933.679931640625,2.5720497934725666,1.0253664080202296,85.31663754252844,18014900.73072752
2004-04-26,2019-04-26,1135.530029296875,2939.8798828125,2.5889935157706803,1.0267790139462076,85.31663754252844,17976286.674826007
2004-04-27,2019-04-29,1138.1099853515625,2943.030029296875,2.5858924595831327,1.018928102080076,85.31663754252844,18019822.92992762
2004-04-28,2019-04-29,1122.4100341796875,2943.030029296875,2.6220631851779426,1.0142974525019555,85.31663754252844,18019822.92992762
2004-04-29,2019-04-29,1113.8900146484375,2943.030029296875,2.6421190517860462,1.0151278268856865,85.31663754252844,18019822.92992762
2004-04-30,2019-04-30,1107.300048828125,2945.830078125,2.660372029462677,1.0118419785631785,85.31663754252844,18067592.952646695
2004-05-03,2019-05-03,1117.489990234375,2945.639892578125,2.6359429778519323,1.0121187276696855,85.31663754252844,18020042.281411927
2004-05-04,2019-05-06,1119.550048828125,2932.469970703125,2.6193290543577317,1.0097945962298882,85.31663754252844,17676600.231837876
2004-05-05,2019-05-06,1121.530029296875,2932.469970703125,2.6147048176156185,1.0165686584163292,85.31663754252844,17676600.231837876
2004-05-06,2019-05-06,1113.989990234375,2932.469970703125,2.6324024420418315,1.0080463208679795,85.31663754252844,17676600.231837876
2004-05-07,2019-05-07,1098.699951171875,2884.050048828125,2.624966029853731,0.9865996145834409,85.31663754252844,17264396.118232295
2004-05-10,2019-05-10,1087.1199951171875,2881.39990234375,2.6504892884737585,0.9655059875617997,85.4000907891076,17020407.403380454
2004-05-11,2019-05-13,1095.449951171875,2811.8701171875,2.5668631544320735,0.9709048783268996,85.4000907891076,16331649.449926201
2004-05-12,2019-05-13,1097.280029296875,2811.8701171875,2.562582059375778,0.9706470580131131,85.4000907891076,16331649.449926201
2004-05-13,2019-05-13,1096.43994140625,2811.8701171875,2.564545499483636,0.9569247127408695,85.4000907891076,16331649.449926201
2004-05-14,2019-05-14,1095.699951171875,2834.409912109375,2.586848625007158,0.9565682126436804,85.4000907891076,16421693.05973225
2004-05-17,2019-05-17,1084.0999755859375,2859.530029296875,2.6376995606437017,0.960159065841548,85.4000907891076,16830951.857344937
2004-05-18,2019-05-20,1091.489990234375,2840.22998046875,2.602158522643775,0.9655535734777121,85.4000907891076,16719958.633314684
2004-05-19,2019-05-20,1088.6800537109375,2840.22998046875,2.6088748211996524,0.9761630939443159,85.4000907891076,16719958.633314684
2004-05-20,2019-05-20,1089.18994140625,2840.22998046875,2.607653516155077,0.9772021678497879,85.4000907891076,16719958.633314684
2004-05-21,2019-05-21,1093.56005859375,2864.360107421875,2.619298396016094,0.9797935132894359,85.4000907891076,16924950.543192662
2004-05-24,2019-05-24,1095.4100341796875,2826.06005859375,2.5799106913513743,0.9685112800312136,85.4000907891076,16441361.252432674
2004-05-25,2019-05-28,1113.050048828125,2802.389892578125,2.5177573061774012,0.9794204908032392,85.4000907891076,16208171.024043143
