investment_start_date,investment_end_date,start_price,end_price,price_ratio,forex_ratio,final_buy_point,total_profit
1996-10-31,2011-10-31,705.27001953125,1253.300048828125,1.777049944163396,0.6899383141605865,124.92481522297686,396945.0657165856
1996-11-01,2011-11-01,703.77001953125,1218.280029296875,1.7310769079198873,0.6853916827646335,124.3692539728974,61229.262472501956
1996-11-04,2011-11-04,706.72998046875,1253.22998046875,1.7732797746000886,0.6833873389847169,123.84836460388885,276377.30580588477
1996-11-05,2011-11-07,714.1400146484375,1261.1199951171875,1.7659282063028237,0.6851865341818979,122.88597341408129,260717.12742502848
1996-11-06,2011-11-07,724.5900268554688,1261.1199951171875,1.7404600510306754,0.6851865341818979,121.11371617253053,112737.42130098492
1996-11-07,2011-11-07,727.6500244140625,1261.1199951171875,1.7331408682803244,0.6987381866088215,122.98971440274357,269379.2790897768
1996-11-08,2011-11-08,730.8200073242188,1275.9200439453125,1.7458745397746989,0.6979969361810375,122.90720863788914,333855.87601897586
1996-11-11,2011-11-11,731.8699951171875,1263.8499755859375,1.7268777023487198,0.6923470862538913,122.73087804693905,138677.3621618217
1996-11-12,2011-11-14,729.5599975585938,1251.780029296875,1.7158013507947847,0.6922227520127453,123.09736918644153,71837.89545290312
1996-11-13,2011-11-14,731.1300048828125,1251.780029296875,1.7121168888390974,0.6922227520127453,122.83303347333431,50209.923466253094
1996-11-14,2011-11-14,735.8800048828125,1251.780029296875,1.7010654196212582,0.6940927533738687,122.36984857290297,12312.092963471077
1996-11-15,2011-11-15,737.6199951171875,1257.81005859375,1.7052277147041257,0.6906255269225725,121.5013084560412,-13326.269360467792
1996-11-18,2011-11-18,737.02001953125,1215.6500244140625,1.6494124883978383,0.6891916137652928,121.6002173279867,-360264.560622836
1996-11-19,2011-11-21,742.1599731445312,1192.97998046875,1.6074431707952326,0.6895624447694965,120.82303046671197,-600492.8860600996
1996-11-20,2011-11-21,743.9500122070312,1192.97998046875,1.6035754565412383,0.6912359687719453,120.82483900063932,-600352.1899738475
1996-11-21,2011-11-21,742.75,1192.97998046875,1.6061662476859644,0.6901813210342725,120.83540235968655,-599530.4065098152
1996-11-22,2011-11-22,748.72998046875,1188.0400390625,1.5867403069912005,0.684786478432401,118.82517415259757,-785815.9565445902
1996-11-25,2011-11-25,757.030029296875,1158.6700439453125,1.5305470048810064,0.6946708204782449,117.5223794029718,-983840.6057529473
1996-11-26,2011-11-28,755.9600219726562,1192.550048828125,1.5775305759108789,0.6946708204782449,117.68872392261008,-707069.3834609608
1996-11-27,2011-11-28,755.0,1192.550048828125,1.5795364885140728,0.6869094971365104,116.52180281464393,-799211.7445119233
1996-11-29,2011-11-29,757.02001953125,1195.18994140625,1.5788088961588052,0.6880847041889213,116.59037892698606,-787715.9406293994
1996-12-02,2011-12-02,756.5599975585938,1244.280029296875,1.644654797124016,0.6867784145108521,116.66127103901921,-421726.2493944904
1996-12-03,2011-12-05,748.280029296875,1257.0799560546875,1.6799592489938677,0.6882971637279495,118.21300763688616,-194481.14050658979
1996-12-04,2011-12-05,745.0999755859375,1257.0799560546875,1.6871292406983844,0.6932026410686943,119.56363254224934,-82449.6623606286
1996-12-05,2011-12-05,744.3800048828125,1257.0799560546875,1.688761046520304,0.6889065831105532,118.93757449242617,-134379.85293267947
1996-12-06,2011-12-06,739.5999755859375,1258.469970703125,1.701554911093825,0.6859285491543353,119.28383497409978,-102609.6243087789
1996-12-09,2011-12-09,749.760009765625,1255.18994140625,1.6741222858746794,0.6875959774142996,117.66741395319215,-238504.52451931918
1996-12-10,2011-12-12,747.5399780273438,1236.469970703125,1.6540519665128826,0.6904589376960025,118.50825037864828,-315373.9078878644
1996-12-11,2011-12-12,740.72998046875,1236.469970703125,1.6692587087141524,0.6889331289926104,119.33347862251364,-247935.337518706
1996-12-12,2011-12-12,729.2999877929688,1236.469970703125,1.695420254215238,0.6845762321941422,120.43723171665614,-157735.40645375568
1996-12-13,2011-12-13,728.6400146484375,1225.72998046875,1.6822161229508568,0.6849499098944507,120.57809056137842,-229057.5300122206
1996-12-16,2011-12-16,720.97998046875,1219.6600341796875,1.6916697650699224,0.6853804458389736,121.85916953727607,-167971.03629046772
1996-12-17,2011-12-19,726.0399780273438,1205.3499755859375,1.6601702551709105,0.6865264808750485,121.21223770939577,-334912.85190342786
1996-12-18,2011-12-19,731.5399780273438,1205.3499755859375,1.6476884542062356,0.6842382306336279,119.89994427685471,-439551.0520478096
1996-12-19,2011-12-19,745.760009765625,1205.3499755859375,1.6162705961730919,0.6828008939713827,117.36664764996021,-641548.2524428354
1996-12-20,2011-12-20,748.8699951171875,1241.300048828125,1.657564139198659,0.6804195393326294,116.72598290306792,-435925.0424935338
1996-12-23,2011-12-23,746.9199829101562,1265.3299560546875,1.6940636011968748,0.6820803998122795,117.03072383482323,-201465.33506798325
1996-12-24,2011-12-27,751.030029296875,1265.4300537109375,1.6849260407012634,0.6793161006052467,116.15674024794201,-293814.15164748253
1996-12-26,2011-12-27,755.8200073242188,1265.4300537109375,1.6742478916254924,0.6756616290375881,114.79968119090123,-407211.5092757335
