investment_start_date,investment_end_date,start_price,end_price,price_ratio,forex_ratio,final_buy_point,total_profit
2008-05-21,2023-05-22,1390.7099609375,4192.6298828125,3.0147406724448715,1.3362965850092914,103.980448091678,50027039.19078538
2008-05-22,2023-05-22,1394.3499755859375,4192.6298828125,3.0068705534639264,1.3234525195224573,103.980448091678,50027039.19078538
2008-05-23,2023-05-23,1375.9300537109375,4145.580078125,3.0129293759840534,1.3424200675079532,103.980448091678,49775850.39836714
2008-05-27,2023-05-30,1385.3499755859375,4205.52001953125,3.0357094551162165,1.3479186466423407,103.980448091678,51413703.05217225
2008-05-28,2023-05-30,1390.8399658203125,4205.52001953125,3.023726757126115,1.3420066145719611,103.980448091678,51413703.05217225
2008-05-29,2023-05-30,1398.260009765625,4205.52001953125,3.007680967888208,1.331320476885986,103.980448091678,51413703.05217225
2008-05-30,2023-05-30,1400.3800048828125,4205.52001953125,3.0031277259511993,1.3311942584141736,103.980448091678,51413703.05217225
2008-06-02,2023-06-02,1385.6700439453125,4282.3701171875,3.0904688572141135,1.3279861853050476,103.980448091678,51782093.38421494
2008-06-03,2023-06-05,1377.6500244140625,4273.7900390625,3.102232035222599,1.3336536135775794,103.980448091678,52306673.6439725
2008-06-04,2023-06-05,1377.199951171875,4273.7900390625,3.1032458543335584,1.3322596311139823,103.980448091678,52306673.6439725
2008-06-05,2023-06-05,1404.050048828125,4273.7900390625,3.0439014924215644,1.3237066007949494,103.980448091678,52306673.6439725
2008-06-06,2023-06-06,1360.6800537109375,4283.85009765625,3.1483154956031347,1.3287225317254439,103.980448091678,52086295.007454045
2008-06-09,2023-06-09,1361.760009765625,4298.85986328125,3.1568410237139615,1.3060854683068335,103.980448091678,52071399.412715726
2008-06-10,2023-06-12,1358.43994140625,4338.93017578125,3.194053740270337,1.2984069960142917,103.980448091678,52879165.444036886
2008-06-11,2023-06-12,1335.489990234375,4338.93017578125,3.248942491152464,1.3030198521897525,103.980448091678,52879165.444036886
2008-06-12,2023-06-12,1339.8699951171875,4338.93017578125,3.2383217712116608,1.2928664030774626,103.980448091678,52879165.444036886
2008-06-13,2023-06-13,1360.030029296875,4369.009765625,3.212436248840582,1.28950536057548,103.980448091678,53355508.63027889
2008-06-16,2023-06-16,1360.1400146484375,4409.58984375,3.2420117019274444,1.2970964135637004,103.980448091678,54314441.34448026
2008-06-17,2023-06-20,1350.9300537109375,4388.7099609375,3.2486581735908033,1.3142447019625145,103.980448091678,54754194.620280385
2008-06-18,2023-06-20,1337.81005859375,4388.7099609375,3.2805179873970514,1.3160731077428023,103.980448091678,54754194.620280385
2008-06-19,2023-06-20,1342.8299560546875,4388.7099609375,3.26825443619964,1.31485363679359,103.980448091678,54754194.620280385
2008-06-20,2023-06-20,1317.9300537109375,4388.7099609375,3.330002186823246,1.322327884666246,103.980448091678,54754194.620280385
2008-06-23,2023-06-23,1318.0,4348.330078125,3.299188223160091,1.326439732453985,103.980448091678,54669771.013645
2008-06-24,2023-06-26,1314.2900390625,4328.81982421875,3.293656419481466,1.3317962701052033,103.980448091678,54609616.47432545
2008-06-25,2023-06-26,1321.969970703125,4328.81982421875,3.274522054321969,1.3315491308223142,103.980448091678,54609616.47432545
2008-06-26,2023-06-26,1283.1500244140625,4328.81982421875,3.373588233531353,1.3421695068619037,103.980448091678,54609616.47432545
2008-06-27,2023-06-27,1278.3800048828125,4378.41015625,3.424967646182297,1.3518658405659325,103.980448091678,55312900.96617704
2008-06-30,2023-06-30,1280.0,4450.3798828125,3.476859283447266,1.3643045140607106,103.980448091678,56997305.573339924
2008-07-01,2023-07-03,1284.9100341796875,4455.58984375,3.46762786905508,1.3607047800398595,103.980448091678,56898757.68327915
2008-07-02,2023-07-03,1261.52001953125,4455.58984375,3.53192163007099,1.3630167233097945,103.980448091678,56898757.68327915
2008-07-03,2023-07-03,1262.9000244140625,4455.58984375,3.528062204145751,1.3528011793611794,103.980448091678,56898757.68327915
2008-07-07,2023-07-07,1252.31005859375,4398.9501953125,3.5126685800577135,1.343327725913655,103.980448091678,55843881.99834928
2008-07-08,2023-07-10,1273.699951171875,4409.52978515625,3.4619847328244275,1.299780594770591,103.980448091678,55203520.72927268
2008-07-09,2023-07-10,1244.68994140625,4409.52978515625,3.542673270239788,1.3306602980226154,103.980448091678,55203520.72927268
2008-07-10,2023-07-10,1253.3900146484375,4409.52978515625,3.51808274648899,1.328236761629703,103.980448091678,55203520.72927268
2008-07-11,2023-07-11,1239.489990234375,4439.259765625,3.5815212713299776,1.3303549410440525,103.980448091678,55222159.6920273
2008-07-14,2023-07-14,1228.300048828125,4505.419921875,3.6680124910631178,1.2998963976789173,103.980448091678,54684764.59884729
2008-07-15,2023-07-17,1214.9100341796875,4522.7900390625,3.722736591040099,1.323175365579106,103.980448091678,55219614.77231793
2008-07-16,2023-07-17,1245.3599853515625,4522.7900390625,3.631712992437063,1.3185206924658388,103.980448091678,55219614.77231793
2008-07-17,2023-07-17,1260.3199462890625,4522.7900390625,3.5886046653308847,1.305512774215938,103.980448091678,55219614.77231793
2008-07-18,2023-07-18,1260.6800537109375,4554.97998046875,3.6131133883341073,1.2971389234670767,103.980448091678,55706059.888279624
2008-07-21,2023-07-21,1260.0,4536.33984375,3.600269717261905,1.3133262801171803,103.980448091678,55972540.27401123
2008-07-22,2023-07-24,1277.0,4554.64013671875,3.5666719942981597,1.3219247930838969,103.980448091678,57131881.787776634
2008-07-23,2023-07-24,1282.18994140625,4554.64013671875,3.5522351171491953,1.3138381759375584,103.980448091678,57131881.787776634
2008-07-24,2023-07-24,1252.5400390625,4554.64013671875,3.63632298742945,1.3200782606230512,103.980448091678,57131881.787776634
2008-07-25,2023-07-25,1257.760009765625,4567.4599609375,3.631424059816161,1.3122114527223356,103.980448091678,57212554.36420925
2008-07-28,2023-07-28,1234.3699951171875,4582.22998046875,3.7122013647405017,1.2922389688829894,103.980448091678,56163463.76880214
2008-07-29,2023-07-31,1263.199951171875,4588.9599609375,3.632805682647712,1.3023500483049093,103.980448091678,57164382.60658713
2008-07-30,2023-07-31,1284.260009765625,4588.9599609375,3.573232776885248,1.3015071069766668,103.980448091678,57164382.60658713
2008-07-31,2023-07-31,1267.3800048828125,4588.9599609375,3.620824017467291,1.3056117131341929,103.980448091678,57164382.60658713
2008-08-01,2023-08-01,1260.31005859375,4576.72998046875,3.631431764954293,1.3201280147467191,103.980448091678,57730153.33201493
2008-08-04,2023-08-04,1249.010009765625,4478.02978515625,3.585263328671438,1.3226788835112229,103.980448091678,56397559.819845185
2008-08-05,2023-08-07,1284.8800048828125,4518.43994140625,3.5166240615740256,1.3159819153411056,103.980448091678,56657520.66876738
2008-08-06,2023-08-07,1289.18994140625,4518.43994140625,3.5048675112043846,1.3159819153411056,103.980448091678,56657520.66876738
2008-08-07,2023-08-07,1266.0699462890625,4518.43994140625,3.5688707046953496,1.3159819153411056,103.980448091678,56657520.66876738
2008-08-08,2023-08-08,1296.3199462890625,4499.3798828125,3.4708868714801033,1.2936734541525112,103.980448091678,56679503.241554774
