investment_start_date,total_profit,dayofweek
1966-11-01 00:00:00,1431.9200439453125,1
1966-11-02 00:00:00,1431.9200439453125,2
1966-11-04 00:00:00,1438.5799560546875,4
1966-11-07 00:00:00,1445.0799560546875,0
1966-11-08 00:00:00,1443.5999755859375,1
1966-11-09 00:00:00,1428.77001953125,2
1966-11-10 00:00:00,1425.3900146484375,3
1966-11-11 00:00:00,1418.5,4
1966-11-14 00:00:00,1415.02001953125,0
1966-11-15 00:00:00,1418.06005859375,1
1966-11-16 00:00:00,1414.5999755859375,2
1966-11-17 00:00:00,1426.5799560546875,3
1966-11-18 00:00:00,1426.5799560546875,4
1966-11-21 00:00:00,1431.27001953125,0
1966-11-22 00:00:00,1424.97998046875,1
1966-11-24 00:00:00,1416.219970703125,3
1966-11-25 00:00:00,1405.5799560546875,4
1966-11-28 00:00:00,1391.77001953125,0
1966-11-29 00:00:00,1392.239990234375,1
1966-11-30 00:00:00,1390.2099609375,2
1966-12-01 00:00:00,1392.0699462890625,3
1966-12-02 00:00:00,1378.3399658203125,4
1966-12-05 00:00:00,1364.3399658203125,0
1966-12-06 00:00:00,1364.3399658203125,1
1966-12-07 00:00:00,1375.4300537109375,2
1966-12-08 00:00:00,1380.3599853515625,3
1966-12-09 00:00:00,1393.6400146484375,4
1966-12-12 00:00:00,1391.489990234375,0
1966-12-13 00:00:00,1387.0999755859375,1
1966-12-14 00:00:00,1386.25,2
1966-12-15 00:00:00,1379.3499755859375,3
1966-12-16 00:00:00,1376.489990234375,4
1966-12-19 00:00:00,1394.22998046875,0
1966-12-20 00:00:00,1404.300048828125,1
1966-12-21 00:00:00,1404.300048828125,2
1966-12-22 00:00:00,1417.97998046875,3
1966-12-26 00:00:00,1449.5999755859375,0
1966-12-27 00:00:00,1444.9100341796875,1
1966-12-28 00:00:00,1452.0999755859375,2
1966-12-29 00:00:00,1452.0999755859375,3
1966-12-30 00:00:00,1452.0999755859375,4
1967-01-04 00:00:00,1441.3499755859375,2
1967-01-05 00:00:00,1419.969970703125,3
1967-01-06 00:00:00,1413.9300537109375,4
1967-01-09 00:00:00,1424.02001953125,0
1967-01-11 00:00:00,1416.9300537109375,2
1967-01-12 00:00:00,1416.010009765625,3
1967-01-13 00:00:00,1418.22998046875,4
1967-01-17 00:00:00,1447.1400146484375,1
1967-01-18 00:00:00,1440.47998046875,2
1967-01-19 00:00:00,1444.010009765625,3
1967-01-20 00:00:00,1441.969970703125,4
1967-01-23 00:00:00,1443.27001953125,0
1967-01-24 00:00:00,1446.47998046875,1
1967-01-25 00:00:00,1444.0899658203125,2
1967-01-26 00:00:00,1444.0899658203125,3
1967-01-27 00:00:00,1429.1400146484375,4
1967-01-30 00:00:00,1457.5,0
1967-01-31 00:00:00,1463.1099853515625,1
1967-02-01 00:00:00,1463.6400146484375,2
1967-02-02 00:00:00,1472.239990234375,3
1967-02-03 00:00:00,1480.510009765625,4
1967-02-06 00:00:00,1481.81005859375,0
1967-02-07 00:00:00,1483.47998046875,1
1967-02-08 00:00:00,1488.780029296875,2
1967-02-09 00:00:00,1446.6600341796875,3
1967-02-10 00:00:00,1446.6600341796875,4
1967-02-13 00:00:00,1460.3800048828125,0
1967-02-14 00:00:00,1454.8599853515625,1
1967-02-15 00:00:00,1467.510009765625,2
1967-02-16 00:00:00,1476.2099609375,3
1967-02-17 00:00:00,1468.1500244140625,4
1967-02-20 00:00:00,1476.010009765625,0
1967-02-21 00:00:00,1472.2099609375,1
1967-02-22 00:00:00,1478.239990234375,2
1967-02-23 00:00:00,1482.22998046875,3
1967-02-24 00:00:00,1484.949951171875,4
1967-02-27 00:00:00,1484.949951171875,0
1967-02-28 00:00:00,1494.8199462890625,1
1967-03-01 00:00:00,1506.27001953125,2
1967-03-02 00:00:00,1502.6400146484375,3
1967-03-03 00:00:00,1485.0699462890625,4
1967-03-06 00:00:00,1487.4100341796875,0
1967-03-07 00:00:00,1480.43994140625,1
1967-03-08 00:00:00,1468.5,2
1967-03-09 00:00:00,1473.1800537109375,3
1967-03-10 00:00:00,1468.4000244140625,4
1967-03-13 00:00:00,1460.6199951171875,0
1967-03-14 00:00:00,1460.6199951171875,1
1967-03-15 00:00:00,1466.93994140625,2
1967-03-16 00:00:00,1459.3599853515625,3
1967-03-17 00:00:00,1467.1199951171875,4
1967-03-20 00:00:00,1467.739990234375,0
1967-03-22 00:00:00,1462.989990234375,2
1967-03-23 00:00:00,1455.449951171875,3
1967-03-24 00:00:00,1456.6099853515625,4
1967-03-27 00:00:00,1450.31005859375,0
1967-03-28 00:00:00,1438.0,1
1967-03-29 00:00:00,1456.469970703125,2
1967-03-30 00:00:00,1456.469970703125,3
1967-03-31 00:00:00,1455.5799560546875,4
1967-04-03 00:00:00,1439.1199951171875,0
1967-04-04 00:00:00,1426.469970703125,1
1967-04-05 00:00:00,1434.469970703125,2
1967-04-06 00:00:00,1428.1600341796875,3
1967-04-07 00:00:00,1425.7099609375,4
1967-04-10 00:00:00,1432.6300048828125,0
1967-04-11 00:00:00,1428.780029296875,1
1967-04-12 00:00:00,1418.02001953125,2
1967-04-13 00:00:00,1420.719970703125,3
1967-04-14 00:00:00,1420.719970703125,4
1967-04-17 00:00:00,1431.8499755859375,0
1967-04-18 00:00:00,1436.219970703125,1
1967-04-19 00:00:00,1438.219970703125,2
1967-04-20 00:00:00,1438.5899658203125,3
1967-04-21 00:00:00,1445.4599609375,4
1967-04-24 00:00:00,1436.6800537109375,0
1967-04-25 00:00:00,1438.969970703125,1
1967-04-26 00:00:00,1443.4300537109375,2
1967-04-27 00:00:00,1438.22998046875,3
1967-04-28 00:00:00,1437.239990234375,4
1967-05-01 00:00:00,1437.239990234375,0
1967-05-02 00:00:00,1448.739990234375,1
1967-05-08 00:00:00,1457.489990234375,0
1967-05-09 00:00:00,1451.6400146484375,1
1967-05-10 00:00:00,1461.6199951171875,2
1967-05-11 00:00:00,1476.52001953125,3
1967-05-12 00:00:00,1476.5799560546875,4
1967-05-15 00:00:00,1480.81005859375,0
1967-05-16 00:00:00,1477.43994140625,1
1967-05-17 00:00:00,1480.530029296875,2
1967-05-18 00:00:00,1480.530029296875,3
1967-05-19 00:00:00,1480.739990234375,4
1967-05-22 00:00:00,1474.77001953125,0
1967-05-23 00:00:00,1485.6199951171875,1
1967-05-24 00:00:00,1479.5899658203125,2
1967-05-25 00:00:00,1481.5799560546875,3
1967-05-26 00:00:00,1474.75,4
1967-05-29 00:00:00,1490.8199462890625,0
1967-05-30 00:00:00,1495.5699462890625,1
1967-05-31 00:00:00,1505.93994140625,2
1967-06-01 00:00:00,1502.780029296875,3
1967-06-02 00:00:00,1502.780029296875,4
1967-06-05 00:00:00,1488.68994140625,0
1967-06-06 00:00:00,1483.0400390625,1
1967-06-07 00:00:00,1476.9000244140625,2
1967-06-08 00:00:00,1490.5799560546875,3
1967-06-09 00:00:00,1487.7900390625,4
1967-06-12 00:00:00,1487.800048828125,0
1967-06-13 00:00:00,1479.0400390625,1
