Date,Price,Earnings,Real Price,Real Earnings,Real Scaled Earnings,CAPE,TR CAPE
1871.01,4.44,0.40, 114.11 ,10.28, 10.28 ,NA,NA
1871.02,4.50,0.40, 112.77 ,9.98, 10.02 ,NA,NA
1871.03,4.61,0.40, 114.37 ,9.83, 9.92 ,NA,NA
1871.04,4.74,0.40, 122.61 ,10.20, 10.35 ,NA,NA
1871.05,4.86,0.40, 129.21 ,10.44, 10.63 ,NA,NA
1871.06,4.82,0.40, 130.75 ,10.60, 10.85 ,NA,NA
1871.07,4.73,0.40, 128.90 ,10.60, 10.90 ,NA,NA
1871.08,4.79,0.40, 133.22 ,10.77, 11.12 ,NA,NA
1871.09,4.84,0.40, 132.04 ,10.52, 10.91 ,NA,NA
1871.1,4.59,0.40, 123.88 ,10.36, 10.80 ,NA,NA
1871.11,4.64,0.40, 125.81 ,10.36, 10.85 ,NA,NA
1871.12,4.74,0.40, 126.20 ,10.13, 10.65 ,NA,NA
1872.01,4.86,0.40, 129.98 ,10.19, 10.76 ,NA,NA
1872.02,4.88,0.41, 131.11 ,10.25, 10.88 ,NA,NA
1872.03,5.04,0.41, 134.00 ,10.16, 10.83 ,NA,NA
1872.04,5.18,0.41, 135.32 ,10.00, 10.71 ,NA,NA
1872.05,5.18,0.41, 135.92 ,10.06, 10.82 ,NA,NA
1872.06,5.13,0.42, 136.21 ,10.20, 11.02 ,NA,NA
1872.07,5.10,0.42, 138.05 ,10.41, 11.30 ,NA,NA
1872.08,5.04,0.42, 136.07 ,10.40, 11.34 ,NA,NA
1872.09,4.95,0.42, 133.31 ,10.38, 11.38 ,NA,NA
1872.1,4.97,0.43, 137.52 ,10.68, 11.76 ,NA,NA
1872.11,4.95,0.43, 133.66 ,10.43, 11.54 ,NA,NA
1872.12,5.07,0.43, 139.60 ,10.65, 11.84 ,NA,NA
1873.01,5.11,0.43, 141.39 ,10.71, 11.97 ,NA,NA
1873.02,5.15,0.44, 140.11 ,10.54, 11.83 ,NA,NA
1873.03,5.11,0.44, 139.72 ,10.60, 11.96 ,NA,NA
1873.04,5.04,0.44, 138.51 ,10.66, 12.09 ,NA,NA
1873.05,5.05,0.44, 142.58 ,10.95, 12.49 ,NA,NA
1873.06,4.98,0.45, 145.63 ,11.35, 13.01 ,NA,NA
1873.07,4.97,0.45, 146.11 ,11.41, 13.16 ,NA,NA
1873.08,4.97,0.45, 146.89 ,11.48, 13.30 ,NA,NA
1873.09,4.59,0.45, 136.46 ,11.54, 13.45 ,NA,NA
1873.1,4.19,0.46, 128.29 ,11.88, 13.93 ,NA,NA
1873.11,4.04,0.46, 128.51 ,12.32, 14.55 ,NA,NA
1873.12,4.42,0.46, 138.16 ,12.10, 14.38 ,NA,NA
1874.01,4.66,0.46, 144.27 ,11.91, 14.24 ,NA,NA
1874.02,4.80,0.46, 149.46 ,11.91, 14.32 ,NA,NA
1874.03,4.73,0.46, 148.13 ,11.91, 14.41 ,NA,NA
1874.04,4.60,0.46, 147.19 ,12.10, 14.72 ,NA,NA
1874.05,4.48,0.46, 145.36 ,12.19, 14.93 ,NA,NA
1874.06,4.46,0.46, 149.13 ,12.49, 15.38 ,NA,NA
1874.07,4.46,0.46, 148.85 ,12.39, 15.35 ,NA,NA
1874.08,4.47,0.46, 151.31 ,12.49, 15.57 ,NA,NA
1874.09,4.54,0.46, 154.61 ,12.49, 15.67 ,NA,NA
1874.1,4.53,0.46, 157.75 ,12.69, 16.02 ,NA,NA
1874.11,4.57,0.46, 161.42 ,12.80, 16.25 ,NA,NA
1874.12,4.54,0.46, 161.33 ,12.80, 16.35 ,NA,NA
1875.01,4.54,0.45, 162.30 ,12.57, 16.15 ,NA,NA
1875.02,4.53,0.44, 162.92 ,12.33, 15.94 ,NA,NA
1875.03,4.59,0.44, 166.04 ,12.10, 15.74 ,NA,NA
1875.04,4.65,0.43, 167.79 ,11.78, 15.40 ,NA,NA
1875.05,4.47,0.42, 166.34 ,11.83, 15.57 ,NA,NA
1875.06,4.38,0.41, 166.77 ,11.80, 15.61 ,NA,NA
1875.07,4.39,0.40, 168.14 ,11.56, 15.39 ,NA,NA
1875.08,4.41,0.39, 168.46 ,11.22, 15.02 ,NA,NA
1875.09,4.37,0.39, 169.34 ,11.08, 14.92 ,NA,NA
1875.1,4.30,0.38, 167.61 ,10.84, 14.68 ,NA,NA
1875.11,4.37,0.37, 172.80 ,10.69, 14.56 ,NA,NA
1875.12,4.37,0.36, 175.30 ,10.54, 14.44 ,NA,NA
1876.01,4.46,0.35, 181.50 ,10.43, 14.38 ,NA,NA
1876.02,4.52,0.35, 184.95 ,10.24, 14.19 ,NA,NA
1876.03,4.51,0.34, 185.57 ,10.04, 13.99 ,NA,NA
1876.04,4.34,0.33, 181.19 ,9.93, 13.91 ,NA,NA
1876.05,4.18,0.33, 182.00 ,10.09, 14.22 ,NA,NA
1876.06,4.15,0.32, 186.92 ,10.16, 14.41 ,NA,NA
1876.07,4.10,0.31, 185.80 ,9.95, 14.20 ,NA,NA
1876.08,3.93,0.31, 177.55 ,9.65, 13.86 ,NA,NA
1876.09,3.69,0.30, 166.28 ,9.35, 13.52 ,NA,NA
1876.1,3.67,0.29, 163.48 ,8.98, 13.07 ,NA,NA
1876.11,3.60,0.29, 160.02 ,8.70, 12.74 ,NA,NA
1876.12,3.58,0.28, 157.41 ,8.34, 12.31 ,NA,NA
1877.01,3.55,0.28, 154.42 ,8.25, 12.25 ,NA,NA
1877.02,3.34,0.28, 150.23 ,8.52, 12.74 ,NA,NA
1877.03,3.17,0.29, 150.31 ,8.97, 13.51 ,NA,NA
1877.04,2.94,0.29, 136.62 ,8.78, 13.32 ,NA,NA
1877.05,2.94,0.29, 135.14 ,8.67, 13.25 ,NA,NA
1877.06,2.73,0.29, 133.59 ,9.21, 14.19 ,NA,NA
1877.07,2.85,0.29, 139.11 ,9.18, 14.24 ,NA,NA
1877.08,3.05,0.29, 155.61 ,9.59, 14.96 ,NA,NA
1877.09,3.24,0.30, 167.86 ,9.74, 15.28 ,NA,NA
1877.1,3.31,0.30, 172.38 ,9.79, 15.45 ,NA,NA
1877.11,3.26,0.30, 174.06 ,10.04, 15.93 ,NA,NA
1877.12,3.25,0.30, 174.37 ,10.10, 16.10 ,NA,NA
1878.01,3.25,0.30, 180.63 ,10.44, 16.72 ,NA,NA
1878.02,3.18,0.30, 179.46 ,10.58, 17.03 ,NA,NA
1878.03,3.24,0.30, 187.64 ,10.83, 17.52 ,NA,NA
1878.04,3.33,0.30, 195.84 ,10.98, 17.84 ,NA,NA
1878.05,3.34,0.30, 203.91 ,11.38, 18.57 ,NA,NA
1878.06,3.41,0.31, 213.88 ,11.67, 19.13 ,NA,NA
1878.07,3.48,0.31, 216.77 ,11.57, 19.05 ,NA,NA
1878.08,3.45,0.31, 213.46 ,11.47, 18.98 ,NA,NA
1878.09,3.52,0.31, 218.73 ,11.50, 19.11 ,NA,NA
1878.1,3.48,0.31, 219.62 ,11.66, 19.46 ,NA,NA
1878.11,3.47,0.31, 222.44 ,11.83, 19.82 ,NA,NA
1878.12,3.45,0.31, 227.29 ,12.14, 20.42 ,NA,NA
1879.01,3.58,0.32, 234.13 ,12.22, 20.65 ,NA,NA
1879.02,3.71,0.32, 240.86 ,12.31, 20.89 ,NA,NA
1879.03,3.65,0.33, 240.70 ,12.67, 21.60 ,NA,NA
1879.04,3.77,0.33, 252.54 ,13.05, 22.33 ,NA,NA
1879.05,3.94,0.34, 264.98 ,13.28, 22.81 ,NA,NA
1879.06,3.96,0.35, 270.54 ,13.67, 23.57 ,NA,NA
1879.07,4.04,0.35, 273.87 ,13.73, 23.78 ,NA,NA
1879.08,4.07,0.36, 277.00 ,13.96, 24.28 ,NA,NA
1879.09,4.22,0.36, 278.60 ,13.71, 23.93 ,NA,NA
1879.1,4.68,0.37, 293.55 ,13.19, 23.10 ,NA,NA
1879.11,4.93,0.37, 294.60 ,12.73, 22.36 ,NA,NA
1879.12,4.92,0.38, 286.32 ,12.54, 22.11 ,NA,NA
1880.01,5.11,0.39, 289.85 ,12.48, 22.08 ,NA,NA
1880.02,5.20,0.40, 295.95 ,12.77, 22.67 ,NA,NA
1880.03,5.30,0.41, 299.80 ,12.94, 23.05 ,NA,NA
1880.04,5.18,0.42, 305.58 ,13.75, 24.58 ,NA,NA
1880.05,4.77,0.43, 291.06 ,14.48, 25.98 ,NA,NA
1880.06,4.79,0.44, 299.50 ,15.10, 27.20 ,NA,NA
1880.07,5.01,0.44, 314.48 ,15.42, 27.88 ,NA,NA
1880.08,5.19,0.45, 327.04 ,15.73, 28.56 ,NA,NA
1880.09,5.18,0.46, 324.35 ,15.89, 28.96 ,NA,NA
1880.1,5.33,0.47, 335.05 ,16.21, 29.65 ,NA,NA
1880.11,5.61,0.48, 350.41 ,16.35, 30.03 ,NA,NA
1880.12,5.84,0.49, 362.47 ,16.50, 30.41 ,NA,NA
1881.01,6.19,0.49, 389.45 ,16.52, 30.56 ,18.47,24.14
1881.02,6.17,0.48, 385.71 ,16.22, 30.11 ,18.15,23.66
1881.03,6.24,0.48, 391.52 ,16.08, 29.96 ,18.27,23.77
1881.04,6.22,0.47, 387.86 ,15.78, 29.51 ,17.95,23.31
1881.05,6.50,0.47, 410.86 ,15.80, 29.66 ,18.87,24.46
1881.06,6.58,0.47, 417.45 ,15.66, 29.50 ,19.03,24.62
1881.07,6.35,0.46, 400.41 ,15.36, 29.06 ,18.12,23.40
1881.08,6.20,0.46, 384.91 ,14.93, 28.35 ,17.29,22.29
1881.09,6.25,0.45, 375.03 ,14.24, 27.15 ,16.72,21.54
1881.1,6.15,0.45, 367.14 ,13.98, 26.76 ,16.26,20.93
1881.11,6.19,0.44, 374.57 ,13.98, 26.88 ,16.48,21.19
1881.12,6.01,0.44, 365.29 ,13.84, 26.74 ,15.96,20.51
1882.01,5.92,0.44, 361.44 ,13.82, 26.81 ,15.68,20.14
1882.02,5.79,0.44, 351.84 ,13.66, 26.63 ,15.15,19.46
1882.03,5.78,0.44, 352.85 ,13.64, 26.71 ,15.09,19.38
1882.04,5.78,0.44, 351.23 ,13.49, 26.54 ,14.92,19.15
1882.05,5.71,0.44, 345.43 ,13.34, 26.36 ,14.57,18.70
1882.06,5.68,0.44, 342.12 ,13.19, 26.20 ,14.33,18.39
1882.07,6.00,0.43, 366.30 ,13.29, 26.51 ,15.24,19.56
1882.08,6.18,0.43, 375.50 ,13.14, 26.33 ,15.53,19.91
1882.09,6.24,0.43, 391.34 ,13.48, 27.12 ,16.08,20.62
1882.1,6.07,0.43, 385.93 ,13.58, 27.45 ,15.76,20.19
1882.11,5.81,0.43, 374.59 ,13.68, 27.78 ,15.19,19.47
1882.12,5.84,0.43, 381.85 ,13.79, 28.12 ,15.38,19.70
1883.01,5.81,0.43, 381.63 ,13.71, 28.08 ,15.27,19.56
1883.02,5.68,0.43, 371.32 ,13.50, 27.78 ,14.76,18.90
1883.03,5.75,0.42, 381.25 ,13.55, 28.01 ,15.05,19.27
1883.04,5.87,0.42, 394.75 ,13.60, 28.24 ,15.48,19.82
1883.05,5.77,0.42, 393.63 ,13.65, 28.48 ,15.34,19.63
1883.06,5.82,0.42, 410.85 ,13.97, 29.30 ,15.90,20.36
1883.07,5.73,0.41, 414.71 ,14.17, 29.85 ,15.95,20.41
1883.08,5.47,0.41, 397.87 ,14.09, 29.82 ,15.20,19.45
1883.09,5.53,0.41, 408.38 ,14.14, 30.09 ,15.49,19.83
1883.1,5.38,0.41, 399.33 ,14.06, 30.06 ,15.05,19.26
1883.11,5.46,0.40, 411.54 ,14.12, 30.34 ,15.41,19.72
1883.12,5.34,0.40, 400.40 ,13.88, 29.99 ,14.90,19.07
1884.01,5.18,0.39, 390.45 ,13.62, 29.59 ,14.43,18.48
1884.02,5.32,0.39, 403.06 ,13.36, 29.17 ,14.81,18.96
1884.03,5.30,0.38, 403.60 ,13.10, 28.75 ,14.74,18.88
1884.04,5.06,0.37, 395.52 ,13.11, 28.92 ,14.35,18.40
1884.05,4.65,0.36, 373.44 ,13.12, 29.11 ,13.47,17.27
1884.06,4.46,0.36, 360.32 ,12.85, 28.68 ,12.91,16.58
1884.07,4.46,0.35, 366.40 ,12.72, 28.55 ,13.04,16.77
1884.08,4.74,0.34, 391.57 ,12.44, 28.09 ,13.86,17.83
1884.09,4.59,0.33, 385.54 ,12.30, 27.93 ,13.57,17.47
1884.1,4.44,0.33, 379.30 ,12.16, 27.76 ,13.27,17.11
1884.11,4.35,0.32, 382.33 ,12.15, 27.91 ,13.30,17.17
1884.12,4.34,0.31, 388.13 ,12.00, 27.72 ,13.43,17.36
1885.01,4.24,0.31, 381.45 ,11.87, 27.59 ,13.13,16.99
1885.02,4.37,0.30, 390.89 ,11.60, 27.13 ,13.38,17.33
1885.03,4.38,0.30, 403.13 ,11.74, 27.61 ,13.73,17.80
1885.04,4.37,0.30, 399.76 ,11.48, 27.14 ,13.55,17.58
1885.05,4.32,0.29, 406.67 ,11.62, 27.61 ,13.71,17.80
1885.06,4.30,0.29, 416.75 ,11.76, 28.11 ,13.98,18.17
1885.07,4.46,0.29, 429.26 ,11.49, 27.59 ,14.33,18.63
1885.08,4.71,0.28, 455.44 ,11.35, 27.39 ,15.13,19.68
1885.09,4.65,0.28, 457.15 ,11.36, 27.53 ,15.12,19.66
1885.1,4.92,0.28, 485.76 ,11.22, 27.32 ,15.99,20.80
1885.11,5.24,0.27, 513.19 ,10.95, 26.77 ,16.82,21.88
1885.12,5.20,0.27, 499.35 ,10.57, 25.93 ,16.30,21.19
1886.01,5.20,0.28, 513.19 ,11.02, 27.14 ,16.69,21.69
1886.02,5.30,0.28, 525.00 ,11.22, 27.74 ,17.01,22.09
1886.03,5.19,0.29, 522.26 ,11.56, 28.68 ,16.84,21.87
1886.04,5.12,0.29, 523.48 ,11.91, 29.65 ,16.80,21.81
1886.05,5.02,0.30, 528.11 ,12.42, 31.03 ,16.86,21.89
1886.06,5.25,0.30, 561.34 ,12.79, 32.08 ,17.83,23.13
1886.07,5.33,0.31, 564.78 ,12.84, 32.32 ,17.85,23.13
1886.08,5.37,0.31, 563.97 ,12.89, 32.56 ,17.72,22.95
1886.09,5.51,0.32, 580.65 ,13.09, 33.19 ,18.15,23.48
1886.1,5.65,0.32, 597.36 ,13.30, 33.83 ,18.56,24.00
1886.11,5.79,0.33, 614.11 ,13.51, 34.47 ,18.97,24.50
1886.12,5.64,0.33, 592.83 ,13.55, 34.69 ,18.19,23.49
1887.01,5.58,0.33, 574.46 ,13.33, 34.23 ,17.51,22.59
1887.02,5.54,0.34, 565.54 ,13.27, 34.20 ,17.13,22.08
1887.03,5.67,0.34, 580.75 ,13.37, 34.57 ,17.47,22.52
1887.04,5.80,0.34, 596.03 ,13.47, 34.94 ,17.82,22.95
1887.05,5.90,0.34, 608.29 ,13.57, 35.31 ,18.08,23.26
1887.06,5.73,0.35, 599.84 ,13.83, 36.12 ,17.71,22.78
1887.07,5.59,0.35, 594.33 ,14.10, 36.95 ,17.43,22.42
1887.08,5.45,0.35, 574.65 ,14.03, 36.90 ,16.74,21.52
1887.09,5.38,0.35, 576.26 ,14.30, 37.76 ,16.68,21.43
1887.1,5.20,0.36, 552.51 ,14.23, 37.72 ,15.88,20.41
1887.11,5.30,0.36, 558.68 ,14.16, 37.68 ,15.95,20.50
1887.12,5.27,0.36, 544.89 ,13.93, 37.22 ,15.46,19.86
1888.01,5.31,0.35, 544.90 ,13.46, 36.09 ,15.36,19.73
1888.02,5.28,0.34, 550.18 ,13.29, 35.77 ,15.42,19.81
1888.03,5.08,0.34, 531.47 ,12.96, 35.05 ,14.81,19.03
1888.04,5.10,0.33, 541.92 ,12.79, 34.71 ,15.02,19.30
1888.05,5.17,0.32, 557.98 ,12.61, 34.35 ,15.39,19.77
1888.06,5.01,0.31, 549.33 ,12.43, 33.99 ,15.08,19.38
1888.07,5.14,0.30, 559.11 ,11.95, 32.82 ,15.28,19.64
1888.08,5.25,0.29, 573.22 ,11.62, 32.02 ,15.60,20.05
1888.09,5.38,0.29, 589.55 ,11.29, 31.23 ,15.99,20.54
1888.1,5.35,0.28, 581.55 ,10.83, 30.08 ,15.72,20.19
1888.11,5.24,0.27, 565.12 ,10.38, 28.94 ,15.22,19.56
1888.12,5.14,0.26, 556.41 ,10.06, 28.15 ,14.95,19.21
1889.01,5.24,0.26, 589.63 ,10.55, 29.63 ,15.80,20.31
1889.02,5.30,0.27, 605.73 ,10.82, 30.48 ,16.19,20.81
1889.03,5.19,0.27, 602.59 ,11.09, 31.35 ,16.07,20.65
1889.04,5.18,0.27, 603.62 ,11.22, 31.85 ,16.05,20.63
1889.05,5.32,0.28, 637.68 ,11.64, 33.17 ,16.92,21.73
1889.06,5.41,0.28, 650.72 ,11.78, 33.68 ,17.22,22.11
1889.07,5.30,0.28, 639.73 ,11.92, 34.20 ,16.89,21.68
1889.08,5.37,0.29, 650.43 ,12.07, 34.73 ,17.13,21.97
1889.09,5.50,0.29, 660.17 ,12.05, 34.81 ,17.35,22.24
1889.1,5.40,0.29, 650.38 ,12.19, 35.33 ,17.05,21.84
1889.11,5.35,0.30, 646.58 ,12.33, 35.86 ,16.91,21.64
1889.12,5.32,0.30, 637.30 ,12.32, 35.94 ,16.61,21.25
1890.01,5.38,0.30, 662.85 ,12.59, 36.86 ,17.22,22.02
1890.02,5.32,0.30, 657.72 ,12.55, 36.88 ,17.03,21.76
1890.03,5.28,0.30, 655.04 ,12.52, 36.91 ,16.90,21.58
1890.04,5.39,0.30, 670.96 ,12.49, 36.93 ,17.26,22.02
1890.05,5.62,0.30, 693.21 ,12.30, 36.49 ,17.79,22.68
1890.06,5.58,0.30, 690.54 ,12.26, 36.51 ,17.68,22.53
1890.07,5.54,0.29, 687.85 ,12.23, 36.53 ,17.59,22.38
1890.08,5.41,0.29, 649.92 ,11.76, 35.23 ,16.60,21.10
1890.09,5.32,0.29, 633.76 ,11.59, 34.85 ,16.17,20.54
1890.1,5.08,0.29, 607.36 ,11.55, 34.88 ,15.48,19.65
1890.11,4.71,0.29, 578.93 ,11.80, 35.74 ,14.75,18.70
1890.12,4.60,0.29, 567.67 ,11.76, 35.79 ,14.44,18.31
1891.01,4.84,0.29, 606.86 ,12.08, 36.89 ,15.43,19.55
1891.02,4.90,0.30, 609.25 ,12.10, 37.09 ,15.48,19.59
1891.03,4.81,0.30, 593.19 ,12.12, 37.31 ,15.05,19.04
1891.04,4.97,0.31, 607.95 ,12.15, 37.52 ,15.41,19.47
1891.05,4.95,0.31, 614.98 ,12.46, 38.61 ,15.57,19.66
1891.06,4.85,0.32, 619.58 ,12.93, 40.24 ,15.66,19.76
1891.07,4.77,0.32, 619.26 ,13.27, 41.44 ,15.62,19.69
1891.08,4.93,0.32, 642.41 ,13.44, 42.13 ,16.16,20.36
1891.09,5.33,0.33, 705.63 ,13.78, 43.36 ,17.71,22.28
1891.1,5.33,0.33, 708.06 ,13.96, 44.06 ,17.72,22.26
1891.11,5.25,0.34, 708.73 ,14.31, 45.33 ,17.67,22.19
1891.12,5.41,0.34, 732.80 ,14.49, 46.05 ,18.21,22.83
1892.01,5.51,0.34, 768.30 ,14.98, 47.76 ,19.02,23.82
1892.02,5.52,0.35, 772.29 ,15.09, 48.27 ,19.04,23.81
1892.03,5.58,0.35, 804.20 ,15.60, 50.08 ,19.74,24.66
1892.04,5.57,0.35, 816.36 ,15.92, 51.30 ,19.94,24.88
1892.05,5.57,0.35, 819.15 ,16.04, 51.84 ,19.91,24.81
1892.06,5.54,0.36, 817.56 ,16.15, 52.39 ,19.77,24.60
1892.07,5.54,0.36, 798.82 ,15.84, 51.55 ,19.21,23.88
1892.08,5.62,0.36, 802.60 ,15.74, 51.41 ,19.20,23.85
1892.09,5.48,0.36, 785.40 ,15.85, 51.95 ,18.69,23.19
1892.1,5.59,0.37, 803.99 ,15.96, 52.50 ,19.04,23.60
1892.11,5.57,0.37, 783.62 ,15.66, 51.70 ,18.46,22.86
1892.12,5.51,0.37, 768.26 ,15.57, 51.59 ,18.01,22.28
1893.01,5.61,0.36, 756.63 ,14.64, 48.66 ,17.66,21.82
1893.02,5.51,0.35, 736.98 ,14.10, 47.04 ,17.13,21.15
1893.03,5.31,0.34, 730.32 ,14.06, 47.11 ,16.90,20.86
1893.04,5.31,0.33, 742.16 ,13.85, 46.58 ,17.10,21.10
1893.05,4.84,0.32, 687.81 ,13.64, 46.07 ,15.78,19.47
1893.06,4.61,0.32, 674.90 ,13.60, 46.12 ,15.42,19.03
1893.07,4.18,0.31, 631.13 ,13.55, 46.17 ,14.35,17.73
1893.08,4.08,0.30, 644.57 ,13.68, 46.87 ,14.59,18.03
1893.09,4.37,0.29, 666.27 ,12.74, 43.83 ,15.01,18.57
1893.1,4.50,0.28, 680.29 ,12.17, 42.07 ,15.27,18.90
1893.11,4.57,0.27, 712.52 ,12.08, 41.97 ,15.94,19.74
1893.12,4.41,0.26, 700.16 ,11.83, 41.28 ,15.61,19.34
1894.01,4.32,0.25, 708.28 ,11.77, 41.27 ,15.74,19.52
1894.02,4.38,0.24, 731.60 ,11.54, 40.64 ,16.20,20.11
1894.03,4.51,0.24, 778.58 ,11.47, 40.57 ,17.19,21.34
1894.04,4.57,0.23, 792.35 ,11.06, 39.31 ,17.43,21.66
1894.05,4.40,0.22, 766.24 ,10.65, 38.02 ,16.81,20.90
1894.06,4.34,0.21, 759.13 ,10.25, 36.73 ,16.61,20.66
1894.07,4.25,0.20, 746.70 ,9.84, 35.44 ,16.29,20.29
1894.08,4.41,0.19, 756.16 ,9.17, 33.14 ,16.46,20.51
1894.09,4.48,0.19, 760.59 ,8.65, 31.41 ,16.52,20.61
1894.1,4.34,0.18, 761.03 ,8.50, 30.98 ,16.50,20.60
1894.11,4.34,0.17, 764.15 ,8.09, 29.63 ,16.54,20.67
1894.12,4.30,0.16, 771.20 ,7.81, 28.70 ,16.67,20.86
1895.01,4.25,0.17, 765.35 ,8.17, 30.16 ,16.52,20.69
1895.02,4.19,0.18, 757.64 ,8.54, 31.64 ,16.33,20.47
1895.03,4.19,0.18, 760.73 ,8.90, 33.13 ,16.36,20.53
1895.04,4.37,0.19, 763.30 ,8.88, 33.19 ,16.39,20.58
1895.05,4.61,0.20, 797.09 ,9.11, 34.15 ,17.08,21.46
1895.06,4.70,0.21, 804.51 ,9.33, 35.09 ,17.21,21.63
1895.07,4.72,0.21, 821.87 ,9.80, 37.00 ,17.55,22.06
1895.08,4.79,0.22, 848.54 ,10.29, 38.97 ,18.07,22.73
1895.09,4.82,0.23, 856.73 ,10.64, 40.44 ,18.20,22.89
1895.1,4.75,0.24, 847.15 ,10.99, 41.91 ,17.94,22.57
1895.11,4.59,0.24, 821.46 ,11.34, 43.40 ,17.34,21.81
1895.12,4.32,0.25, 786.90 ,11.85, 45.54 ,16.55,20.82
1896.01,4.27,0.25, 791.82 ,11.87, 45.75 ,16.58,20.86
1896.02,4.45,0.24, 840.11 ,11.87, 45.93 ,17.52,22.04
1896.03,4.38,0.24, 829.85 ,11.71, 45.47 ,17.23,21.69
1896.04,4.42,0.24, 852.73 ,11.72, 45.67 ,17.64,22.20
1896.05,4.40,0.23, 864.57 ,11.72, 45.84 ,17.83,22.43
1896.06,4.32,0.23, 864.79 ,11.73, 46.04 ,17.78,22.37
1896.07,4.04,0.23, 811.81 ,11.56, 45.55 ,16.64,20.93
1896.08,3.81,0.22, 768.66 ,11.39, 45.05 ,15.70,19.76
1896.09,4.01,0.22, 812.08 ,11.22, 44.55 ,16.54,20.82
1896.1,4.10,0.22, 808.86 ,10.73, 42.75 ,16.44,20.69
1896.11,4.38,0.21, 842.30 ,10.26, 41.02 ,17.09,21.51
1896.12,4.22,0.21, 814.42 ,10.10, 40.53 ,16.50,20.77
1897.01,4.22,0.22, 841.35 ,10.81, 43.52 ,17.03,21.43
1897.02,4.18,0.23, 836.37 ,11.22, 45.36 ,16.89,21.26
1897.03,4.19,0.24, 841.37 ,11.64, 47.19 ,16.96,21.33
1897.04,4.06,0.24, 830.49 ,12.23, 49.77 ,16.70,21.00
1897.05,4.08,0.25, 850.34 ,12.84, 52.46 ,17.05,21.44
1897.06,4.27,0.26, 893.07 ,13.26, 54.38 ,17.85,22.43
1897.07,4.46,0.27, 935.94 ,13.69, 56.30 ,18.65,23.42
1897.08,4.75,0.28, 956.47 ,13.50, 55.72 ,19.01,23.84
1897.09,4.98,0.29, 977.47 ,13.51, 55.94 ,19.37,24.27
1897.1,4.82,0.29, 962.57 ,14.11, 58.57 ,19.03,23.81
1897.11,4.65,0.30, 931.62 ,14.51, 60.44 ,18.36,22.94
1897.12,4.75,0.31, 954.66 ,14.91, 62.30 ,18.75,23.40
1898.01,4.88,0.31, 983.83 ,15.07, 63.16 ,19.25,23.99
1898.02,4.87,0.32, 971.02 ,15.02, 63.15 ,18.92,23.55
1898.03,4.65,0.32, 930.23 ,15.17, 64.02 ,18.04,22.44
1898.04,4.57,0.32, 917.33 ,15.33, 64.90 ,17.71,22.00
1898.05,4.87,0.33, 916.18 ,14.47, 61.46 ,17.60,21.84
1898.06,5.06,0.33," 1,022.15 ",15.65, 66.66 ,19.54,24.23
1898.07,5.08,0.33," 1,044.13 ",16.03, 68.51 ,19.86,24.60
1898.08,5.27,0.34," 1,086.49 ",16.19, 69.42 ,20.54,25.42
1898.09,5.26,0.34," 1,087.78 ",16.35, 70.31 ,20.44,25.26
1898.1,5.15,0.34," 1,068.42 ",16.51, 71.22 ,19.95,24.63
1898.11,5.32,0.35," 1,107.12 ",16.68, 72.15 ,20.53,25.32
1898.12,5.65,0.35," 1,162.65 ",16.60, 72.02 ,21.40,26.37
1899.01,6.08,0.36," 1,254.58 ",17.11, 74.45 ,22.93,28.22
1899.02,6.31,0.37," 1,269.74 ",17.14, 74.80 ,23.05,28.33
1899.03,6.40,0.38," 1,291.24 ",17.64, 77.17 ,23.28,28.57
1899.04,6.48,0.39," 1,293.09 ",17.89, 78.48 ,23.15,28.37
1899.05,6.21,0.40," 1,242.61 ",18.39, 80.88 ,22.09,27.03
1899.06,6.07,0.42," 1,201.77 ",18.63, 82.16 ,21.21,25.92
1899.07,6.28,0.43," 1,230.34 ",18.86, 83.42 ,21.56,26.31
1899.08,6.44,0.44," 1,248.63 ",19.09, 84.67 ,21.73,26.47
1899.09,6.37,0.45," 1,191.97 ",18.83, 83.74 ,20.59,25.04
1899.1,6.34,0.46," 1,174.92 ",19.05, 84.93 ,20.15,24.48
1899.11,6.46,0.47," 1,185.75 ",19.26, 86.12 ,20.20,24.49
1899.12,6.02,0.48," 1,094.85 ",19.47, 87.30 ,18.51,22.42
1900.01,6.10,0.48," 1,112.69 ",19.47, 87.56 ,18.67,22.59
1900.02,6.21,0.48," 1,122.65 ",19.24, 86.78 ,18.70,22.60
1900.03,6.26,0.48," 1,135.19 ",19.24, 87.04 ,18.78,22.66
1900.04,6.34,0.48," 1,153.33 ",19.24, 87.32 ,18.94,22.83
1900.05,6.04,0.48," 1,129.40 ",19.71, 89.75 ,18.40,22.17
1900.06,5.86,0.48," 1,113.29 ",19.95, 91.19 ,17.99,21.67
1900.07,5.86,0.48," 1,103.82 ",19.71, 90.42 ,17.69,21.29
1900.08,5.94,0.48," 1,136.99 ",19.95, 91.88 ,18.07,21.75
1900.09,5.80,0.48," 1,101.03 ",19.71, 91.12 ,17.34,20.87
1900.1,6.01,0.48," 1,159.54 ",19.95, 92.61 ,18.10,21.78
1900.11,6.48,0.48," 1,254.92 ",19.95, 92.96 ,19.42,23.37
1900.12,6.87,0.48," 1,351.98 ",20.20, 94.46 ,20.74,24.95
1901.01,7.07,0.48," 1,379.05 ",20.02, 93.96 ,20.98,25.22
1901.02,7.25,0.48," 1,436.83 ",20.34, 95.78 ,21.68,26.05
