Date,Price,Earnings,Real Price,Real Earnings,Real Scaled Earnings,CAPE,TR CAPE
2006.08,1287.15,77.21," 953,514.06 ",121.30," 57,196.77 ",25.05,27.02
2006.09,1317.74,78.57," 982,481.18 ",124.05," 58,580.26 ",25.64,27.66
2006.1,1363.38,79.55," 1,023,572.19 ",126.28," 59,723.02 ",26.54,28.62
2006.11,1388.64,80.53," 1,045,631.17 ",128.02," 60,638.23 ",26.93,29.03
2006.12,1416.42,81.51," 1,066,522.54 ",129.39," 61,374.63 ",27.28,29.41
2007.01,1424.16,82.06," 1,070,656.24 ",129.86," 61,688.63 ",27.21,29.33
2007.02,1444.80,82.60," 1,081,968.24 ",130.03," 61,859.21 ",27.32,29.44
2007.03,1406.95,83.15," 1,045,692.46 ",129.71," 61,799.87 ",26.23,28.26
2007.04,1463.64,83.74," 1,082,387.79 ",129.79," 61,927.22 ",26.98,29.07
2007.05,1511.14,84.33," 1,112,316.63 ",129.91," 62,073.44 ",27.55,29.68
2007.06,1514.19,84.92," 1,114,008.01 ",130.56," 62,476.68 ",27.42,29.53
2007.07,1520.71,82.81," 1,120,710.95 ",127.36," 61,030.58 ",27.41,29.52
2007.08,1454.62,80.71," 1,075,617.84 ",124.34," 59,678.49 ",26.15,28.16
2007.09,1497.12,78.60," 1,105,659.87 ",120.77," 58,048.03 ",26.73,28.78
2007.1,1539.66,74.46," 1,136,321.73 ",114.16," 54,954.03 ",27.32,29.42
2007.11,1463.39,70.32," 1,075,334.88 ",107.18," 51,672.86 ",25.73,27.71
2007.12,1479.22,66.18," 1,089,396.04 ",100.93," 48,739.36 ",25.96,27.96
2008.01,1378.76,64.25," 1,012,093.44 ",97.51," 47,163.40 ",24.02,25.89
2008.02,1354.87,62.32," 993,391.35 ",94.30," 45,693.05 ",23.50,25.33
2008.03,1316.94,60.39," 958,997.39 ",90.60," 43,976.08 ",22.61,24.38
2008.04,1370.47,57.38," 993,677.21 ",85.57," 41,606.54 ",23.36,25.20
2008.05,1403.22,54.38," 1,010,639.00 ",80.41," 39,163.62 ",23.70,25.58
2008.06,1341.25,51.37," 958,075.07 ",75.20," 36,694.36 ",22.42,24.22
2008.07,1257.33,49.56," 895,141.13 ",72.18," 35,286.03 ",20.91,22.60
2008.08,1281.47,47.76," 917,699.22 ",69.83," 34,199.99 ",21.40,23.16
2008.09,1216.95,45.95," 874,425.55 ",67.28," 33,016.85 ",20.36,22.05
2008.1,968.80,35.59," 704,959.53 ",52.65," 25,899.94 ",16.39,17.77
2008.11,883.04,25.24," 656,866.92 ",38.06," 18,772.80 ",15.26,16.58
2008.12,877.56,14.88," 661,390.80 ",22.67," 11,214.61 ",15.38,16.73
2009.01,865.58,12.21," 651,286.56 ",18.52," 9,184.64 ",15.17,16.55
2009.02,805.23,9.53," 604,603.77 ",14.39," 7,158.07 ",14.12,15.43
2009.03,757.13,6.86," 568,810.54 ",10.33," 5,153.73 ",13.32,14.59
2009.04,848.15,7.08," 637,272.23 ",10.63," 5,317.18 ",14.98,16.44
2009.05,902.41,7.29," 677,720.80 ",10.92," 5,477.38 ",16.00,17.59
2009.06,926.12,7.51," 691,191.57 ",11.15," 5,604.94 ",16.38,18.04
2009.07,935.82,9.19," 701,099.14 ",13.67," 6,882.48 ",16.69,18.41
2009.08,1009.73,10.86," 756,302.17 ",16.12," 8,136.79 ",18.09,19.98
2009.09,1044.55,12.54," 783,384.64 ",18.60," 9,404.67 ",18.83,20.82
2009.1,1067.66,25.35," 801,407.35 ",37.56," 19,028.23 ",19.36,21.42
2009.11,1088.07,38.16," 817,581.71 ",56.51," 28,673.63 ",19.81,21.94
2009.12,1110.38,50.97," 837,223.33 ",75.61," 38,431.23 ",20.32,22.51
2010.01,1123.58,54.29," 845,683.40 ",80.26," 40,862.38 ",20.53,22.74
2010.02,1089.16,57.61," 820,956.24 ",85.15," 43,423.64 ",19.92,22.07
2010.03,1152.05,60.93," 866,178.51 ",89.68," 45,810.73 ",21.00,23.27
2010.04,1197.32,62.99," 900,026.97 ",92.55," 47,347.16 ",21.80,24.15
2010.05,1125.06,65.04," 846,430.58 ",95.50," 48,934.87 ",20.48,22.68
2010.06,1083.36,67.10," 817,237.54 ",98.61," 50,617.19 ",19.74,21.86
2010.07,1079.80,68.69," 815,771.87 ",100.93," 51,891.69 ",19.67,21.77
2010.08,1087.28,70.27," 821,689.00 ",103.11," 53,107.59 ",19.77,21.88
2010.09,1122.08,71.86," 848,902.08 ",105.38," 54,365.20 ",20.38,22.55
2010.1,1171.58,73.69," 886,663.94 ",107.93," 55,769.36 ",21.24,23.49
2010.11,1198.89,75.52," 908,375.87 ",110.56," 57,220.05 ",21.70,23.99
2010.12,1241.53,77.35," 940,502.35 ",113.05," 58,595.33 ",22.40,24.75
2011.01,1282.62,78.67," 968,466.06 ",114.43," 59,401.25 ",22.98,25.38
2011.02,1321.12,79.99," 994,093.55 ",115.78," 60,189.49 ",23.49,25.93
2011.03,1304.49,81.31," 973,556.06 ",116.56," 60,682.60 ",22.90,25.27
2011.04,1331.51,82.16," 988,829.94 ",117.03," 61,017.61 ",23.14,25.53
2011.05,1338.31,83.02," 990,706.95 ",117.69," 61,454.51 ",23.06,25.42
2011.06,1287.29,83.87," 955,463.30 ",119.03," 62,250.70 ",22.10,24.36
2011.07,1325.19,84.91," 984,244.48 ",120.39," 63,061.84 ",22.61,24.92
2011.08,1185.31,85.94," 879,468.80 ",121.52," 63,767.69 ",20.05,22.09
2011.09,1173.88,86.98," 871,222.04 ",122.80," 64,554.21 ",19.70,21.71
2011.1,1207.22,86.97," 899,404.37 ",123.04," 64,794.48 ",20.16,22.21
2011.11,1226.42,86.96," 916,096.59 ",123.13," 64,956.34 ",20.35,22.42
2011.12,1243.32,86.95," 932,665.99 ",123.42," 65,224.81 ",20.52,22.62
2012.01,1300.58,87.48," 973,009.02 ",123.63," 65,446.82 ",21.21,23.39
2012.02,1352.49,88.01," 1,009,087.71 ",123.84," 65,663.93 ",21.80,24.03
2012.03,1389.24,88.54," 1,030,381.93 ",123.64," 65,669.01 ",22.05,24.32
2012.04,1386.43,88.33," 1,026,905.89 ",122.98," 65,427.05 ",21.78,24.02
2012.05,1341.27,88.13," 996,353.88 ",122.84," 65,464.33 ",20.94,23.10
2012.06,1323.48,87.92," 986,338.17 ",122.73," 65,523.36 ",20.55,22.67
2012.07,1359.78,87.45," 1,016,833.47 ",122.27," 65,391.97 ",21.00,23.17
2012.08,1403.45,86.97," 1,045,488.82 ",120.93," 64,790.09 ",21.41,23.63
2012.09,1443.42,86.50," 1,072,316.15 ",119.74," 64,260.82 ",21.78,24.04
2012.1,1437.82,86.50," 1,070,438.35 ",119.79," 64,400.61 ",21.58,23.82
2012.11,1394.51,86.51," 1,045,050.60 ",120.37," 64,828.39 ",20.90,23.07
2012.12,1422.29,86.51," 1,070,704.07 ",120.70," 65,124.98 ",21.24,23.46
2013.01,1480.40,86.91," 1,113,135.98 ",120.89," 65,346.49 ",21.90,24.19
2013.02,1512.31,87.30," 1,129,869.98 ",120.46," 65,225.66 ",22.05,24.37
2013.03,1550.83,87.70," 1,157,621.41 ",120.69," 65,463.91 ",22.42,24.78
2013.04,1570.70,88.78," 1,175,697.16 ",122.31," 66,455.92 ",22.60,24.98
2013.05,1639.84,89.87," 1,227,315.72 ",123.58," 67,259.47 ",23.41,25.88
2013.06,1618.77,90.95," 1,210,715.84 ",124.77," 68,023.63 ",22.93,25.35
2013.07,1668.68,92.09," 1,249,649.43 ",126.29," 68,964.82 ",23.49,25.98
2013.08,1670.09,93.23," 1,251,323.40 ",127.70," 69,853.05 ",23.36,25.83
2013.09,1687.17,94.37," 1,264,797.57 ",129.11," 70,745.06 ",23.44,25.92
2013.1,1720.03,96.31," 1,294,927.38 ",132.11," 72,509.65 ",23.83,26.36
2013.11,1783.54,98.26," 1,347,676.37 ",135.05," 74,244.59 ",24.64,27.25
2013.12,1807.78,100.20," 1,368,313.24 ",137.73," 75,841.63 ",24.86,27.48
2014.01,1822.36,100.42," 1,376,461.18 ",137.52," 75,846.51 ",24.86,27.47
2014.02,1817.04,100.63," 1,369,632.52 ",137.30," 75,854.51 ",24.59,27.17
2014.03,1863.52,100.85," 1,397,940.77 ",136.72," 75,653.78 ",24.96,27.57
2014.04,1864.26,101.61," 1,396,181.85 ",137.29," 76,095.28 ",24.79,27.37
2014.05,1889.77,102.36," 1,412,661.89 ",137.83," 76,519.78 ",24.94,27.54
2014.06,1947.09,103.12," 1,455,129.30 ",138.59," 77,065.23 ",25.56,28.21
2014.07,1973.10,104.07," 1,477,494.99 ",139.92," 77,927.11 ",25.82,28.49
2014.08,1961.53,105.01," 1,473,671.69 ",141.43," 78,895.14 ",25.62,28.26
2014.09,1993.23,105.96," 1,498,769.31 ",142.60," 79,674.50 ",25.92,28.58
2014.1,1937.27,104.74," 1,462,797.92 ",141.32," 79,089.82 ",25.16,27.74
2014.11,2044.57,103.53," 1,554,674.35 ",140.43," 78,720.83 ",26.61,29.32
2014.12,2054.27,102.31," 1,573,471.04 ",139.57," 78,364.49 ",26.79,29.52
2015.01,2028.18,101.29," 1,563,391.10 ",138.84," 78,077.83 ",26.49,29.17
2015.02,2082.20,100.27," 1,600,671.93 ",136.84," 77,081.63 ",27.00,29.72
2015.03,2079.99,99.25," 1,592,111.57 ",134.65," 75,970.11 ",26.73,29.42
2015.04,2094.86,97.80," 1,602,858.20 ",132.42," 74,833.10 ",26.79,29.48
2015.05,2111.94,96.36," 1,610,360.03 ",129.80," 73,472.22 ",26.81,29.49
2015.06,2099.29,94.91," 1,597,769.83 ",127.40," 72,236.01 ",26.50,29.14
2015.07,2094.14,93.49," 1,596,406.76 ",125.49," 71,271.93 ",26.38,29.01
2015.08,2039.87,92.08," 1,559,929.11 ",123.77," 70,412.86 ",25.69,28.25
2015.09,1944.41,90.66," 1,491,960.60 ",122.05," 69,564.11 ",24.50,26.94
2015.1,2024.81,89.28," 1,557,089.27 ",120.25," 68,659.34 ",25.49,28.03
2015.11,2080.62,87.91," 1,606,159.33 ",118.65," 67,860.60 ",26.23,28.83
2015.12,2054.08,86.53," 1,593,909.29 ",117.19," 67,144.89 ",25.97,28.54
2016.01,1918.60,86.50," 1,489,135.21 ",116.96," 67,137.60 ",24.21,26.61
2016.02,1904.42,86.47," 1,479,738.95 ",116.82," 67,187.40 ",24.00,26.39
2016.03,2021.95,86.44," 1,567,153.12 ",116.28," 66,997.07 ",25.37,27.89
2016.04,2075.54,86.60," 1,603,931.44 ",115.95," 66,922.57 ",25.92,28.50
2016.05,2065.55,86.76," 1,592,618.68 ",115.69," 66,895.30 ",25.69,28.24
2016.06,2083.89,86.92," 1,604,346.96 ",115.53," 66,918.04 ",25.84,28.40
2016.07,2148.90,87.64," 1,659,947.53 ",116.68," 67,701.31 ",26.69,29.33
2016.08,2170.95,88.37," 1,678,325.38 ",117.53," 68,314.80 ",26.95,29.61
2016.09,2157.69,89.09," 1,666,967.90 ",118.21," 68,828.32 ",26.73,29.36
2016.1,2143.02,90.91," 1,656,482.52 ",120.47," 70,270.38 ",26.53,29.13
2016.11,2164.99,92.73," 1,679,005.55 ",123.08," 71,914.51 ",26.85,29.48
2016.12,2246.63,94.55," 1,744,701.86 ",125.45," 73,426.23 ",27.87,30.59
2017.01,2275.12,96.46," 1,759,544.82 ",127.25," 74,603.34 ",28.06,30.79
2017.02,2329.91,98.38," 1,799,232.54 ",129.36," 75,969.67 ",28.66,31.43
2017.03,2366.82,100.29," 1,829,233.53 ",131.77," 77,510.68 ",29.09,31.89
2017.04,2359.31,101.53," 1,821,034.13 ",133.01," 78,368.53 ",28.90,31.67
2017.05,2395.35,102.78," 1,850,289.35 ",134.53," 79,389.89 ",29.31,32.10
2017.06,2433.99,104.02," 1,881,469.73 ",136.03," 80,407.27 ",29.75,32.56
2017.07,2454.10,105.04," 1,901,388.68 ",137.46," 81,382.94 ",30.00,32.82
2017.08,2456.22,106.06," 1,900,430.12 ",138.38," 82,060.90 ",29.91,32.71
2017.09,2492.84,107.08," 1,921,694.46 ",138.97," 82,546.43 ",30.17,32.97
2017.1,2557.00,108.01," 1,975,513.82 ",140.27," 83,450.07 ",30.92,33.78
2017.11,2593.61,108.95," 2,006,883.47 ",141.48," 84,300.75 ",31.30,34.17
2017.12,2664.34,109.88," 2,065,982.47 ",142.78," 85,203.15 ",32.09,35.02
2018.01,2789.80,111.73," 2,154,713.15 ",144.40," 86,297.69 ",33.31,36.33
2018.02,2705.16,113.59," 2,083,090.13 ",146.13," 87,466.64 ",32.04,34.93
2018.03,2702.77,115.44," 2,079,755.65 ",148.18," 88,829.98 ",31.81,34.68
2018.04,2653.63,117.79," 2,037,072.71 ",150.60," 90,419.54 ",30.97,33.75
2018.05,2701.49,120.13," 2,068,450.95 ",152.96," 91,982.54 ",31.24,34.04
2018.06,2754.35,122.48," 2,108,816.56 ",155.70," 93,774.52 ",31.63,34.46
2018.07,2793.64,125.12," 2,142,035.71 ",159.04," 95,933.75 ",31.89,34.73
2018.08,2857.82,127.75," 2,193,343.09 ",162.30," 98,049.17 ",32.39,35.27
2018.09,2901.50,130.39," 2,227,625.94 ",165.46," 100,106.89 ",32.62,35.52
2018.1,2785.46,131.06," 2,138,137.41 ",166.01," 100,599.96 ",31.04,33.79
2018.11,2723.23,131.72," 2,100,813.79 ",167.42," 101,616.90 ",30.20,32.88
2018.12,2567.31,132.39," 1,990,343.06 ",168.80," 102,637.20 ",28.29,30.82
2019.01,2607.39,133.06," 2,021,060.46 ",169.33," 103,135.92 ",28.38,30.93
2019.02,2754.86,133.72," 2,129,888.57 ",169.46," 103,386.67 ",29.54,32.21
2019.03,2803.98,134.39," 2,159,223.87 ",169.35," 103,487.93 ",29.58,32.26
2019.04,2903.80,134.68," 2,227,844.41 ",168.83," 103,331.33 ",30.13,32.88
2019.05,2854.71,134.98," 2,189,082.75 ",168.84," 103,504.42 ",29.24,31.93
2019.06,2890.17,135.27," 2,219,416.11 ",169.17," 103,876.39 ",29.28,31.99
2019.07,2996.11,134.48," 2,300,541.10 ",167.90," 103,259.36 ",29.99,32.77
2019.08,2897.50,133.69," 2,228,569.90 ",166.92," 102,825.78 ",28.71,31.39
2019.09,2982.16,132.90," 2,295,552.32 ",165.81," 102,301.46 ",29.23,31.97
2019.1,2977.68,135.09," 2,290,562.50 ",168.16," 103,917.17 ",28.84,31.56
2019.11,3104.90,137.28," 2,393,424.24 ",170.97," 105,822.67 ",29.84,32.66
2019.12,3176.75,139.47," 2,454,780.67 ",173.86," 107,773.14 ",30.33,33.21
2020.01,3278.20,131.76," 2,527,151.39 ",163.61," 101,570.60 ",30.99,33.92
2020.02,3277.31,124.04," 2,523,349.63 ",153.61," 95,506.47 ",30.73,33.64
2020.03,2652.39,116.33," 2,050,481.14 ",144.37," 89,931.02 ",24.82,27.18
2020.04,2761.98,110.63," 2,153,435.54 ",138.22," 86,255.14 ",25.93,28.41
2020.05,2919.62,104.93," 2,280,173.84 ",131.10," 81,948.70 ",27.33,29.95
2020.06,3104.66,99.23," 2,415,358.96 ",123.30," 77,198.79 ",28.84,31.61
2020.07,3207.62,98.89," 2,486,730.91 ",122.27," 76,667.80 ",29.60,32.45
2020.08,3391.71,98.56," 2,624,991.49 ",121.47," 76,277.28 ",31.16,34.17
2020.09,3365.52,98.22," 2,604,886.93 ",120.88," 76,021.61 ",30.84,33.82
2020.1,3418.70,96.86," 2,648,735.98 ",119.16," 75,042.45 ",31.28,34.31
2020.11,3548.99,95.49," 2,755,140.16 ",117.55," 74,133.02 ",32.47,35.61
2020.12,3695.31,94.13," 2,869,797.18 ",115.76," 73,101.85 ",33.77,37.03
2021.01,3793.75,105.49," 2,937,507.17 ",129.18," 81,678.54 ",34.51,37.84
2021.02,3883.43,116.84," 2,994,290.22 ",142.31," 90,091.15 ",35.10,38.48
2021.03,3910.51,128.20," 2,997,637.15 ",155.04," 98,272.92 ",35.04,38.40
2021.04,4141.18,138.39," 3,152,236.44 ",166.00," 105,339.03 ",36.72,40.22
2021.05,4167.85,148.57," 3,150,944.18 ",176.80," 112,323.22 ",36.55,40.01
2021.06,4238.49,158.76," 3,178,464.42 ",187.18," 119,054.91 ",36.70,40.15
2021.07,4363.71,164.32," 3,260,331.15 ",192.81," 122,768.56 ",37.44,40.94
2021.08,4454.21,169.87," 3,324,734.90 ",198.92," 126,797.85 ",37.97,41.49
2021.09,4445.54,175.43," 3,312,956.45 ",204.87," 130,735.86 ",37.62,41.07
2021.1,4460.71,182.91," 3,300,539.23 ",211.84," 135,337.65 ",37.25,40.64
2021.11,4667.39,190.39," 3,440,261.38 ",219.43," 140,333.64 ",38.58,42.05
2021.12,4674.77,197.87," 3,438,849.43 ",227.35," 145,556.84 ",38.30,41.72
2022.01,4573.82,197.88," 3,340,211.54 ",225.47," 144,512.21 ",36.94,40.19
2022.02,4435.98,197.90," 3,213,935.45 ",223.44," 143,379.15 ",35.29,38.37
2022.03,4391.27,197.91," 3,143,312.49 ",220.51," 141,666.00 ",34.27,37.24
2022.04,4391.30,196.03," 3,129,600.75 ",217.20," 139,704.82 ",33.89,36.80
2022.05,4040.36,194.14," 2,851,819.21 ",212.77," 137,032.76 ",30.67,33.29
2022.06,3898.95,192.26," 2,718,430.08 ",207.85," 134,047.84 ",29.05,31.52
2022.07,3911.73,190.58," 2,731,410.00 ",206.06," 133,077.00 ",29.00,31.46
2022.08,4158.56,188.91," 2,908,570.74 ",204.32," 132,124.58 ",30.70,33.28
2022.09,3850.52,187.23," 2,691,139.46 ",202.07," 130,855.57 ",28.23,30.60
2022.1,3726.05,182.40," 2,597,446.19 ",196.07," 127,154.15 ",27.08,29.35
2022.11,3917.49,177.58," 2,737,519.65 ",191.07," 124,089.61 ",28.38,30.75
2022.12,3912.38,172.75," 2,746,278.75 ",186.45," 121,261.11 ",28.32,30.68
2023.01,3960.66,173.56," 2,762,021.86 ",185.84," 121,032.29 ",28.33,30.69
2023.02,4079.68,174.36," 2,833,151.92 ",185.66," 121,087.25 ",28.92,31.32
2023.03,3968.56,175.17," 2,750,820.51 ",185.91," 121,419.69 ",27.94,30.25
2023.04,4121.47,177.12," 2,846,359.17 ",187.03," 122,319.94 ",28.76,31.15
2023.05,4146.17,179.06," 2,860,163.08 ",188.61," 123,523.62 ",28.76,31.14
2023.06,4345.37,181.01," 2,991,866.78 ",190.04," 124,628.62 ",29.94,32.41
2023.07,4508.08,182.09," 3,101,927.36 ",190.81," 125,292.92 ",30.89,33.43
2023.08,4457.36,183.17," 3,057,639.73 ",191.11," 125,650.17 ",30.30,32.78
2023.09,4409.10,184.25," 3,020,986.72 ",191.76," 126,242.87 ",29.80,32.23
2023.1,4269.40,186.98," 2,930,372.21 ",194.67," 128,334.45 ",28.77,31.11
2023.11,4460.06,189.70," 3,071,428.08 ",197.91," 130,639.43 ",30.01,32.45
2023.12,4685.05,192.43," 3,233,613.03 ",200.96," 132,814.80 ",31.45,33.99
2024.01,4815.61,192.08," 3,309,750.68 ",199.51," 132,018.05 ",32.05,34.62
2024.02,5011.96,191.74," 3,427,530.76 ",197.92," 131,122.98 ",33.04,35.68
2024.03,5170.57,191.39," 3,517,299.90 ",196.30," 130,193.71 ",33.75,36.44
2024.04,5112.49,193.18," 3,468,324.39 ",197.36," 131,053.66 ",33.14,35.76
2024.05,5235.23,194.97," 3,549,735.51 ",198.86," 132,199.07 ",33.77,36.43
2024.06,5415.14,196.76," 3,674,553.35 ",200.62," 133,515.49 ",34.81,37.53
2024.07,5538.00,197.93," 3,757,656.57 ",201.58," 134,299.81 ",35.44,38.20
2024.08,5478.21,199.10," 3,718,185.02 ",202.60," 135,133.56 ",34.92,37.62
2024.09,5621.26,200.27," 3,813,307.62 ",203.47," 135,857.63 ",35.66,38.40
2024.1,5792.32,203.57," 3,929,002.34 ",206.58," 138,084.06 ",36.59,39.38
2024.11,5929.92,206.87," 4,028,721.12 ",210.05," 140,545.25 ",37.35,40.18
2024.12,6010.91,210.17," 4,086,532.57 ",213.32," 142,884.65 ",37.71,40.54
2025.01,5979.52,," 4,042,988.24 ",,,37.13,39.90
2025.02,6038.69,," 4,069,190.08 ",,,37.29,40.08
2025.03,5683.98,," 3,825,848.83 ",,,34.97,37.61
2025.04,5369.50,," 3,610,122.44 ",,,32.95,35.41
2025.05,5686.67,," 3,821,231.71 ",,,34.82,37.40
